Breaker Left,Breaker Right,Go First,Winner,Competition,City,Country,Year,Month,Day,Bracket Size,Bracket Stage,Remaining Contestants,Video Link,Battle Rounds,System,Number Judges,Judge 1,Judge 1 Vote,Judge 2,Judge 2 Vote,Judge 3,Judge 3 Vote,Judge 4,Judge 4 Vote,Judge 5,Judge 5 Vote,Judge 6,Judge 6 Vote,Judge 7,Judge 7 Vote,Tiebreaker J1,Tiebreaker J2,Tiebreaker J3,Tiebreaker J4,Tiebreaker J5,Tiebreaker J6,Tiebreaker J7,R1J1,R1J2,R1J3,R1J4,R1J5,R1J6,R1J7,R2J1,R2J2,R2J3,R2J4,R2J5,R2J6,R2J7,R3J1,R3J2,R3J3,R3J4,R3J5,R3J6,R3J7,R4J1,R4J2,R4J3,R4J4,R4J5,R4J6,R4J7,R5J1,R5J2,R5J3,R5J4,R5J5,R5J6,R5J7
Nori,Illz,Nori,Illz,Freestyle Session World Finals,San Diego,California,2014,11,9,32,3,8,youtube.com/watch?v=YGCjHlgXL5c,2,Kozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tawfiq,El Nino,Tawfiq,El Nino,Freestyle Session World Finals,San Diego,California,2014,11,9,32,3,8,youtube.com/watch?v=9TaBIjapBPE,2,Kozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gravity,Palmer,Palmer,Gravity,Freestyle Session World Finals,San Diego,California,2014,11,9,32,2,16,youtube.com/watch?v=WF394Ho2nGc,2,Kozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morris,Lazy,Lazy,Morris,Freestyle Session World Finals,San Diego,California,2014,11,9,32,2,16,youtube.com/watch?v=MhMHAsmVS08,2,Kozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moy,Bebo,Moy,Moy,Freestyle Session World Finals,San Diego,California,2014,11,9,32,2,16,youtube.com/watch?v=ulwF3b4YbT8,2,Kozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wealthy,Niek,Wealthy,Niek,Freestyle Session World Finals,San Diego,California,2014,11,9,32,2,16,youtube.com/watch?v=Vd82YrJFCos,2,Kozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nori,Nasty Ray,Nori,Nori,Freestyle Session World Finals,San Diego,California,2014,11,9,32,2,16,youtube.com/watch?v=lwX_SnfRwP0,2,Kozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illz,Kleju,Kleju,Illz,Freestyle Session World Finals,San Diego,California,2014,11,9,32,2,16,youtube.com/watch?v=gI40xUX4CS8,2,Kozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tawfiq,Ronnie Ruen,Tawfiq,Tawfiq,Freestyle Session World Finals,San Diego,California,2014,11,9,32,2,16,youtube.com/watch?v=NA4wyQ_ae_4,2 + tiebreaker,Kozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yarko,El Nino,El Nino,El Nino,Freestyle Session World Finals,San Diego,California,2014,11,9,32,2,16,youtube.com/watch?v=NOYRNf54maU,2,Kozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gravity,JFunky,JFunky,Gravity,Freestyle Session World Finals,San Diego,California,2014,11,9,32,1,32,youtube.com/watch?v=q1KW-mDZ5oA,1,Kozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmer,Ayumi,Ayumi,Palmer,Freestyle Session World Finals,San Diego,California,2014,11,9,32,1,32,youtube.com/watch?v=oPaEdDti9es,1 + tiebreaker,Kozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morris,Vicious,Vicious,Morris,Freestyle Session World Finals,San Diego,California,2014,11,9,32,1,32,youtube.com/watch?v=P0sn2i53TkU,1,Kozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moy,Narumi,Narumi,Moy,Freestyle Session World Finals,San Diego,California,2014,11,9,32,1,32,youtube.com/watch?v=FIMSEcqcIyQ,1,Kozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bebo,Yosh Shark,Yosh Shark,Bebo,Freestyle Session World Finals,San Diego,California,2014,11,9,32,1,32,youtube.com/watch?v=HdqNlJcAISY,1,Kozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jayd-illa,Wealthy,Jayd-illa,Wealthy,Freestyle Session World Finals,San Diego,California,2014,11,9,32,1,32,youtube.com/watch?v=mzxAdPV0n4E,1,Kozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niek,Lil Rock,Lil Rock,Niek,Freestyle Session World Finals,San Diego,California,2014,11,9,32,1,32,youtube.com/watch?v=ibRllKIReVE,1,Kozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ark,Nori,Ark,Nori,Freestyle Session World Finals,San Diego,California,2014,11,9,32,1,32,youtube.com/watch?v=LVTT4hcfv9s,1,Kozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nasty Ray,HP,Nasty Ray,Nasty Ray,Freestyle Session World Finals,San Diego,California,2014,11,9,32,1,32,youtube.com/watch?v=uRG0yWJOPt0,1,Kozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kleju,Kid Karma,Kleju,Kleju,Freestyle Session World Finals,San Diego,California,2014,11,9,32,1,32,youtube.com/watch?v=GrJQxp050RM,1,Kozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tawfiq,Yogi,Yogi,Tawfiq,Freestyle Session World Finals,San Diego,California,2014,11,9,32,1,32,youtube.com/watch?v=fLSpguLcAG0,1,Kozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scumbag Jose,Ronnie Ruen,Scumbag Jose,Ronnie Ruen,Freestyle Session World Finals,San Diego,California,2014,11,9,32,1,32,youtube.com/watch?v=2oWzSsTGQKA,1,Kozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monster,Yarko,Monster,Yarko,Freestyle Session World Finals,San Diego,California,2014,11,9,32,1,32,youtube.com/watch?v=9UW98y3NnO0,1,Kozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiggz,El Nino,Jiggz,El Nino,Freestyle Session World Finals,San Diego,California,2014,11,9,32,1,32,youtube.com/watch?v=bpk0eWS3nfE,1,Kozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roxrite,Lazy,Roxrite,Lazy,Freestyle Session World Finals,San Diego,California,2014,11,9,32,1,32,youtube.com/watch?v=SflbXDuAONI,1,Kozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illz,Thesis,Thesis,Illz,Freestyle Session World Finals,San Diego,California,2014,11,9,32,1,32,youtube.com/watch?v=6Jk7eOYasRI,1,Kozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thesis,Niek,Niek,Thesis,Silverback Open Championships,Philadelphia,United States,2014,10,12,32,5,2,youtube.com/watch?v=DUkDQX05QI8,3,Traditional,7,Easy Roc,Thesis,Wicket,Niek,Tuff Kid,Thesis,Wicked,Thesis,Abstrak,Thesis,Ken Swift,Thesis,Reveal,Thesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thesis,Moy,Thesis,Thesis,Silverback Open Championships,Philadelphia,United States,2014,10,12,32,4,4,youtube.com/watch?v=kJbTVm7pGmU,2 + tiebreaker,Traditional,7,Easy Roc,Thesis,Wicket,Moy,Tuff Kid,Moy,Wicked,Moy,Abstrak,Thesis,Ken Swift,Thesis,Reveal,Tie,Thesis,Thesis,Thesis,Thesis,Thesis,Thesis,Thesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kareem,Niek,Niek,Niek,Silverback Open Championships,Philadelphia,United States,2014,10,12,32,4,4,youtube.com/watch?v=yeIbRSXIOYs,2,Traditional,7,Easy Roc,Tie,Wicket,Niek,Tuff Kid,Kareem,Wicked,Tie,Abstrak,Niek,Ken Swift,Kareem,Reveal,Niek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kareem,Ronnie Ruen,Ronnie Ruen,Kareem,Silverback Open Championships,Philadelphia,United States,2014,10,12,32,3,8,youtube.com/watch?v=3gM0fLa2CNE,2,Traditional,7,Easy Roc,Tie,Wicket,Kareem,Tuff Kid,Kareem,Wicked,Tie,Abstrak,Kareem,Ken Swift,Kareem,Reveal,Kareem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wing,Niek,Niek,Niek,Silverback Open Championships,Philadelphia,United States,2014,10,12,32,3,8,youtube.com/watch?v=hXzDFtlSenU,2,Traditional,7,Easy Roc,Tie,Wicket,Niek,Tuff Kid,Wing,Wicked,Niek,Abstrak,Wing,Ken Swift,Tie,Reveal,Niek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blond,Thesis,Thesis,Thesis,Silverback Open Championships,Philadelphia,United States,2014,10,12,32,3,8,youtube.com/watch?v=eHOkn0knd_0,2,Traditional,7,Easy Roc,Thesis,Wicket,Blond,Tuff Kid,Thesis,Wicked,Thesis,Abstrak,Thesis,Ken Swift,Thesis,Reveal,Thesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gravity,Moy,Moy,Moy,Silverback Open Championships,Philadelphia,United States,2014,10,12,32,3,8,youtube.com/watch?v=J6GagM8OOrE,2,Traditional,7,Easy Roc,Tie,Wicket,Gravity,Tuff Kid,Moy,Wicked,Moy,Abstrak,Tie,Ken Swift,Moy,Reveal,Moy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Issei,Ronnie Ruen,Issei,Ronnie Ruen,Silverback Open Championships,Philadelphia,United States,2014,10,12,32,2,16,youtube.com/watch?v=ksHTiCvobr8,2,Traditional,7,Easy Roc,Ronnie Ruen,Wicket,Ronnie Ruen,Tuff Kid,Ronnie Ruen,Wicked,Issei,Abstrak,Issei,Ken Swift,Ronnie Ruen,Reveal,Issei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kareem,Nasty Ray,Nasty Ray,Kareem,Silverback Open Championships,Philadelphia,United States,2014,10,12,32,2,16,youtube.com/watch?v=tUKvtzymLTA,2,Traditional,7,Easy Roc,Nasty Ray,Wicket,Kareem,Tuff Kid,Kareem,Wicked,Kareem,Abstrak,Nasty Ray,Ken Swift,Tie,Reveal,Tie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niek,Tata (USA),Niek,Niek,Silverback Open Championships,Philadelphia,United States,2014,10,12,32,2,16,youtube.com/watch?v=GbpcgXk_Phg,2,Traditional,7,Easy Roc,Tata (USA),Wicket,Niek,Tuff Kid,Niek,Wicked,Niek,Abstrak,Tie,Ken Swift,Niek,Reveal,Tie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ronnie,Wing,Wing,Wing,Silverback Open Championships,Philadelphia,United States,2014,10,12,32,2,16,youtube.com/watch?v=vq46cGTirck,2,Traditional,7,Easy Roc,Tie,Wicket,Wing,Tuff Kid,Wing,Wicked,Ronnie,Abstrak,Tie,Ken Swift,Tie,Reveal,Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thesis,El Nino,Thesis,Thesis,Silverback Open Championships,Philadelphia,United States,2014,10,12,32,2,16,youtube.com/watch?v=6k3pRW1Q5vs,2,Traditional,7,Easy Roc,Thesis,Wicket,El Nino,Tuff Kid,Thesis,Wicked,Thesis,Abstrak,Thesis,Ken Swift,Thesis,Reveal,Thesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blond,Victor,Victor,Blond,Silverback Open Championships,Philadelphia,United States,2014,10,12,32,2,16,youtube.com/watch?v=ijU5rLOEuU4,2 + tiebreaker,Traditional,7,Easy Roc,Blond,Wicket,Blond,Tuff Kid,Blond,Wicked,Victor,Abstrak,Victor,Ken Swift,Victor,Reveal,Tie,Blond,Blond,Blond,Victor,Victor,Blond,Blond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morris,Moy,Moy,Moy,Silverback Open Championships,Philadelphia,United States,2014,10,12,32,2,16,youtube.com/watch?v=ANvqBgF2Akg,2,Traditional,7,Easy Roc,Morris,Wicket,Moy,Tuff Kid,Moy,Wicked,Moy,Abstrak,Moy,Ken Swift,Moy,Reveal,Tie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pluto,Gravity,Pluto,Gravity,Silverback Open Championships,Philadelphia,United States,2014,10,12,32,2,16,youtube.com/watch?v=EJLZlL3pD7A,2,Traditional,7,Easy Roc,Gravity,Wicket,Gravity,Tuff Kid,Gravity,Wicked,Gravity,Abstrak,Gravity,Ken Swift,Gravity,Reveal,Gravity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Knuckles,Issei,Knuckles,Issei,Silverback Open Championships,Philadelphia,United States,2014,10,12,32,1,32,youtube.com/watch?v=2zBnASXlTjs,1,Traditional,7,Easy Roc,,Wicket,,Tuff Kid,,Wicked,,Abstrak,,Ken Swift,,Reveal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ronnie Ruen,Palmer,Ronnie Ruen,Ronnie Ruen,Silverback Open Championships,Philadelphia,United States,2014,10,12,32,1,32,youtube.com/watch?v=Gli1haWLwXA,1,Traditional,7,Easy Roc,,Wicket,,Tuff Kid,,Wicked,,Abstrak,,Ken Swift,,Reveal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prada G,Nasty Ray,Nasty Ray,Nasty Ray,Silverback Open Championships,Philadelphia,United States,2014,10,12,32,1,32,youtube.com/watch?v=8_WNs4heIJU,1,Traditional,7,Easy Roc,,Wicket,,Tuff Kid,,Wicked,,Abstrak,,Ken Swift,,Reveal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kareem,Stripes,Stripes,Kareem,Silverback Open Championships,Philadelphia,United States,2014,10,12,32,1,32,youtube.com/watch?v=vtanlVpQMyk,1,Traditional,7,Easy Roc,,Wicket,,Tuff Kid,,Wicked,,Abstrak,,Ken Swift,,Reveal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wealthy,Niek,Wealthy,Niek,Silverback Open Championships,Philadelphia,United States,2014,10,12,32,1,32,youtube.com/watch?v=5ePtg_WxUNg,1,Traditional,7,Easy Roc,,Wicket,,Tuff Kid,,Wicked,,Abstrak,,Ken Swift,,Reveal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN Joe,Tata (USA),MN Joe,Tata (USA),Silverback Open Championships,Philadelphia,United States,2014,10,12,32,1,32,youtube.com/watch?v=UrTDK_qeJn8,1,Traditional,7,Easy Roc,,Wicket,,Tuff Kid,,Wicked,,Abstrak,,Ken Swift,,Reveal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wing,Flexum,Flexum,Wing,Silverback Open Championships,Philadelphia,United States,2014,10,12,32,1,32,youtube.com/watch?v=0iksufh3oe8,1,Traditional,7,Easy Roc,,Wicket,,Tuff Kid,,Wicked,,Abstrak,,Ken Swift,,Reveal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bebo,Ronnie,Ronnie,Ronnie,Silverback Open Championships,Philadelphia,United States,2014,10,12,32,1,32,youtube.com/watch?v=8EkbPi8WYaU,1,Traditional,7,Easy Roc,,Wicket,,Tuff Kid,,Wicked,,Abstrak,,Ken Swift,,Reveal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intact,El Nino,El Nino,El Nino,Silverback Open Championships,Philadelphia,United States,2014,10,12,32,1,32,youtube.com/watch?v=UZS9Jg-O_QE,1,Traditional,7,Easy Roc,,Wicket,,Tuff Kid,,Wicked,,Abstrak,,Ken Swift,,Reveal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thesis,Scumbag Jose,Scumbag Jose,Thesis,Silverback Open Championships,Philadelphia,United States,2014,10,12,32,1,32,youtube.com/watch?v=NLxPlV4-vQw,1,Traditional,7,Easy Roc,,Wicket,,Tuff Kid,,Wicked,,Abstrak,,Ken Swift,,Reveal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor,Menno,Victor,Victor,Silverback Open Championships,Philadelphia,United States,2014,10,12,32,1,32,youtube.com/watch?v=YudVk1AnqjI,1,Traditional,7,Easy Roc,,Wicket,,Tuff Kid,,Wicked,,Abstrak,,Ken Swift,,Reveal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fantum,Blond,Fantum,Blond,Silverback Open Championships,Philadelphia,United States,2014,10,12,32,1,32,youtube.com/watch?v=xrJYZr2pY6k,1,Traditional,7,Easy Roc,,Wicket,,Tuff Kid,,Wicked,,Abstrak,,Ken Swift,,Reveal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morris,Jeremy,Jeremy,Morris,Silverback Open Championships,Philadelphia,United States,2014,10,12,32,1,32,youtube.com/watch?v=YLsDf-3IoGk,1,Traditional,7,Easy Roc,,Wicket,,Tuff Kid,,Wicked,,Abstrak,,Ken Swift,,Reveal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mig187,Moy,Mig187,Moy,Silverback Open Championships,Philadelphia,United States,2014,10,12,32,1,32,youtube.com/watch?v=pDugrXkzC-M,1,Traditional,7,Easy Roc,,Wicket,,Tuff Kid,,Wicked,,Abstrak,,Ken Swift,,Reveal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pluto,Lancer,Lancer,Pluto,Silverback Open Championships,Philadelphia,United States,2014,10,12,32,1,32,youtube.com/watch?v=HilH6aV7jhM,1,Traditional,7,Easy Roc,,Wicket,,Tuff Kid,,Wicked,,Abstrak,,Ken Swift,,Reveal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shorty Brick,Gravity,Gravity,Gravity,Silverback Open Championships,Philadelphia,United States,2014,10,12,32,1,32,youtube.com/watch?v=rSGRO-lswqU,1,Traditional,7,Easy Roc,,Wicket,,Tuff Kid,,Wicked,,Abstrak,,Ken Swift,,Reveal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gravity,Tonio,Tonio,Tonio,The Notorious IBE,Heerlen,The Netherlands,2014,8,08/09/10,16,4,2,youtube.com/watch?v=2JR-tR40Zhg,3,Kozen,5,Niek,,Lamine,,Storm,,Renegade,,Cros One,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonio,Pac Pac,Tonio,Tonio,The Notorious IBE,Heerlen,The Netherlands,2014,8,08/09/10,16,3,4,youtube.com/watch?v=LQSl1c5-V40,2,Kozen,5,Niek,,Lamine,,Storm,,Renegade,,Cros One,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gravity,Onel,Gravity,Gravity,The Notorious IBE,Heerlen,The Netherlands,2014,8,08/09/10,16,3,4,youtube.com/watch?v=sML2Jc5hdF0,2 + tiebreaker,Kozen,5,Niek,,Lamine,,Storm,,Renegade,,Cros One,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cheerito,Tonio,Cheerito,Tonio,The Notorious IBE,Heerlen,The Netherlands,2014,8,08/09/10,16,2,8,youtube.com/watch?v=3EnH8U8-jec,2,,5,Niek,,Lamine,,Storm,,Renegade,,Cros One,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spin (UK),Pac Pac,Spin (UK),Pac Pac,The Notorious IBE,Heerlen,The Netherlands,2014,8,08/09/10,16,2,8,youtube.com/watch?v=VckInWYHUzY,2,,5,Niek,,Lamine,,Storm,,Renegade,,Cros One,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Onel,Well B,Well B,Onel,The Notorious IBE,Heerlen,The Netherlands,2014,8,08/09/10,16,2,8,youtube.com/watch?v=Ih1eB1lp7tY,2,,5,Niek,,Lamine,,Storm,,Renegade,,Cros One,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gravity,Timo,Gravity,Gravity,The Notorious IBE,Heerlen,The Netherlands,2014,8,08/09/10,16,2,8,youtube.com/watch?v=q8OZXTh3_lg,2,,5,Niek,,Lamine,,Storm,,Renegade,,Cros One,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lil Zoo,Issei,Issei,Issei,R-16,Seoul,Korea,2014,7,6,16,4,2,youtube.com/watch?v=mvafMB56ZDw,4,OUR,5,Asia One,,Benji,,Lil G,,Differ,,Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lil Zoo,Octopus,Octopus,Lil Zoo,R-16,Seoul,Korea,2014,7,6,16,3,4,youtube.com/watch?v=ekr4tvdhNLc,2,OUR,5,Asia One,,Benji,,Lil G,,Differ,,Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wing,Issei,Issei,Issei,R-16,Seoul,Korea,2014,7,6,16,3,4,youtube.com/watch?v=xI8lWIK8ATo,2 + tiebreaker,OUR,5,Asia One,,Benji,,Lil G,,Differ,,Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lil Zoo,Vados,Vados,Lil Zoo,R-16,Seoul,Korea,2014,7,6,16,2,8,youtube.com/watch?v=9BmUdQfTMKU,2,OUR,5,Asia One,,Benji,,Lil G,,Differ,,Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Octopus,Vision,Vision,Octopus,R-16,Seoul,Korea,2014,7,6,16,2,8,youtube.com/watch?v=sMaZw91fbdU,2 + tiebreaker,OUR,5,Asia One,,Benji,,Lil G,,Differ,,Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gravity,Wing,Gravity,Wing,R-16,Seoul,Korea,2014,7,6,16,2,8,youtube.com/watch?v=DLIwV5o4eM8,2 + tiebreaker,OUR,5,Asia One,,Benji,,Lil G,,Differ,,Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boris,Issei,Issei,Issei,R-16,Seoul,Korea,2014,7,6,16,2,8,youtube.com/watch?v=EERzYss5hNA,2,OUR,5,Asia One,,Benji,,Lil G,,Differ,,Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roxy,Lil Zoo,Lil Zoo,Lil Zoo,R-16,Seoul,Korea,2014,7,6,16,1,16,youtube.com/watch?v=N_dekHTfKCE,2 + tiebreaker,OUR,5,Asia One,,Benji,,Lil G,,Differ,,Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lancer,Vados,Vados,Vados,R-16,Seoul,Korea,2014,7,6,16,1,16,youtube.com/watch?v=8zyZOiEy-84,2,OUR,5,Asia One,,Benji,,Lil G,,Differ,,Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blond,Octopus,Octopus,Octopus,R-16,Seoul,Korea,2014,7,6,16,1,16,youtube.com/watch?v=JDmB5EcZuwI,2,OUR,5,Asia One,,Benji,,Lil G,,Differ,,Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-Lil,Vision,Vision,Vision,R-16,Seoul,Korea,2014,7,6,16,1,16,youtube.com/watch?v=tYzxYHpywcU,2,OUR,5,Asia One,,Benji,,Lil G,,Differ,,Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ayumi,Gravity,Gravity,Gravity,R-16,Seoul,Korea,2014,7,6,16,1,16,youtube.com/watch?v=WA0u0y3KY40,2,OUR,5,Asia One,,Benji,,Lil G,,Differ,,Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spin (Vietnam),Wing,Spin (Vietnam),Wing,R-16,Seoul,Korea,2014,7,6,16,1,16,youtube.com/watch?v=vWXS1BlvvOQ,2,OUR,5,Asia One,,Benji,,Lil G,,Differ,,Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twizter,Boris,Twizter,Boris,R-16,Seoul,Korea,2014,7,6,16,1,16,youtube.com/watch?v=Bc2vX1ntjQo,2,OUR,5,Asia One,,Benji,,Lil G,,Differ,,Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tata (USA),Issei,Tata (USA),Issei,R-16,Seoul,Korea,2014,7,6,16,1,16,youtube.com/watch?v=BPjTIpqlcjs,2,OUR,5,Asia One,,Benji,,Lil G,,Differ,,Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
